mmsi,ts_transisi,dt_s,multiplier,v_target_kn,v_achieved_kn,offset_nm,bearing_rad
219000949,2026-08-05 03:52:41,11.0,2.694180994066555,134.70904970332776,134.82320391638368,0.41161098520461264,6.072748955412673
219004179,2026-08-05 12:28:43,11.0,1.1796937147501498,58.98468573750749,59.11380952170405,0.18023098419793956,4.8404040964446535
219005732,2026-08-05 23:23:45,10.0,2.6515702294396295,132.57851147198147,130.46507135122724,0.3682736429777263,6.242436587357611
219006281,2026-08-05 05:57:49,11.0,1.4649934663985809,73.24967331992904,73.33659469236869,0.22381844625533875,1.3684731683320226
219006382,2026-08-05 23:14:17,10.0,1.7338293302908725,86.69146651454362,86.75151350475676,0.2408096292070656,2.3221260830340884
219008145,2026-08-05 12:58:26,10.0,1.1315016967758345,56.575084838791724,56.81132966653794,0.15715301344108812,1.6901878036506384
219009738,2026-08-05 13:10:37,10.0,2.1073466555714933,105.36733277857466,105.45798566259438,0.29268703549604075,3.196993475151094
219009907,2026-08-05 18:35:29,180.0,1.4467655155744428,72.33827577872214,72.41043658982865,3.616913788936107,2.1131854683437847
219012162,2026-08-05 17:24:40,185.0,2.9646622000206317,148.23311000103158,148.27873512277353,7.617534819497456,1.38457123768543
219015153,2026-08-05 20:48:30,10.0,1.671193432944188,83.5596716472094,83.72632563145916,0.2321101990200261,2.5554242011691253
219016906,2026-08-05 01:34:53,10.0,1.4026502654252389,70.13251327126194,70.03243655190167,0.19481253686461653,0.34478470567177527
219018833,2026-08-05 10:24:46,9.0,1.3794468357509657,68.97234178754829,69.01395365907915,0.17243085446887071,5.9311194509204626
219019010,2026-08-05 21:15:00,10.0,1.2772872489634663,63.86436244817332,64.3945144900123,0.17740100680048143,2.3476388711231433
219019853,2026-08-05 05:03:02,2.0,1.073373584665662,53.6686792332831,48.50034052952704,0.0298159329073795,2.7314373293557095
219021335,2026-08-05 08:16:24,178.0,2.7073743421235577,135.36871710617788,135.48104720773952,6.693231012472128,4.60082672733334
219022390,2026-08-05 01:24:34,1.0,2.0488604299394377,102.44302149697188,102.51194805950252,0.028456394860269966,5.706302421652278
219027298,2026-08-05 05:10:28,2.0,2.6959775847542833,134.79887923771417,153.95218774616018,0.07488826624317454,0.09502170796221403
219027623,2026-08-05 09:23:42,11.0,2.3183953208891888,115.91976604445944,111.83145006609844,0.3541992851358483,5.69481582055498
219028115,2026-08-05 02:10:08,18.0,1.7688983491538401,88.44491745769201,105.08232121637215,0.4422245872884601,4.872930856714129
219029435,2026-08-05 14:35:48,1800.0,1.082517053172388,54.1258526586194,56.2034559963262,27.0629263293097,0.2587827712220132
219029703,2026-08-05 21:58:07,19.0,1.0617271084429798,53.08635542214899,53.097467855916626,0.2801779869502308,0.22239717722476954
219030533,2026-08-05 09:20:09,12.0,1.9961823763191189,99.80911881595594,99.05328189084113,0.33269706271985316,2.686999912035342
219030885,2026-08-05 06:21:00,6.0,2.5782343346356167,128.91171673178084,133.5346755940253,0.21485286121963476,3.94871012241792
219038000,2026-08-05 03:07:24,10.0,2.1706448910369525,108.53224455184763,103.7386782567976,0.30147845708846566,2.2263875550224506
219438000,2026-08-05 04:49:00,9.0,1.379374391731853,68.96871958659266,68.66525961053019,0.17242179896648163,3.8658220577725513
219959000,2026-08-05 21:45:35,5.0,2.9441018783940525,147.20509391970262,147.22208023955938,0.2044515193329203,2.8503969475555984
220043000,2026-08-05 18:13:27,9.0,1.5043859941623006,75.21929970811503,75.26878092904929,0.18804824927028757,5.367187199204735
220076700,2026-08-05 11:09:11,11.0,1.0242734738695274,51.213673693476366,51.085828115041934,0.15648622517451113,5.923766455823851
220182000,2026-08-05 10:43:17,9.0,2.4730445049117966,123.65222524558983,121.89434322060433,0.3091305631139746,1.1914520948874892
220272000,2026-08-05 17:53:17,89.0,1.069621430165959,53.48107150829795,53.51520525231035,1.3221709345106993,0.38054385667056373
220276000,2026-08-05 13:58:49,9.0,1.3121651776532182,65.6082588826609,65.75819002472015,0.16402064720665227,5.613721670983612
220490000,2026-08-05 12:19:13,178.0,1.128074748919924,56.40373744599621,56.453626509192226,2.78885146260759,0.4306626926441247
229417000,2026-08-05 01:07:43,8.0,1.2465363175740005,62.326815878700025,62.36933919132144,0.13850403528600005,1.8670879538338507
230336000,2026-08-05 21:03:47,4.0,1.1054910628571013,55.27455314285506,63.41028226530017,0.06141617015872785,1.1137583699105753
230613000,2026-08-05 18:05:03,12.0,1.1611288993236653,58.056444966183264,57.43561872971465,0.19352148322061088,2.0924551972304384
230695000,2026-08-05 16:27:31,10.0,1.5618956602496743,78.09478301248372,87.50868941192479,0.21692995281245478,4.792993145629194
230941700,2026-08-05 21:34:54,9.0,1.1701081803296003,58.505409016480016,50.87006604482394,0.14626352254120004,3.4656227062437837
231356000,2026-08-05 05:54:02,7.0,1.0377351067797491,51.886755338987456,66.29068356327377,0.10089091315914227,0.7099561562574912
232007444,2026-08-05 05:47:12,10.0,1.1820523256885413,59.102616284427064,59.15028191602035,0.16417393412340853,2.8040800772163523
232018395,2026-08-05 02:05:03,90.0,1.7391540683399769,86.95770341699884,87.03106522971076,2.173942585424971,4.149026901192666
232021933,2026-08-05 15:53:12,10.0,1.827117825664431,91.35589128322155,91.29983030466138,0.2537663646756154,3.743541456460583
232039754,2026-08-05 10:59:35,6.0,1.677952833973414,83.8976416986707,84.06553705850051,0.13982940283111783,4.683300744503218
232055708,2026-08-05 22:46:17,20.0,1.1422479559340613,57.112397796703064,57.109552692204424,0.3172910988705726,4.596755511956258
235005350,2026-08-05 00:19:22,11.0,1.81603077598629,90.8015387993145,88.14438145264171,0.27744914633123874,3.4590204480113975
235505000,2026-08-05 12:04:02,136.0,1.3923392868713125,69.61696434356563,69.67270512601593,2.6299742085347013,3.6560895129742157
244070391,2026-08-05 19:51:54,1800.0,1.615806345531584,80.7903172765792,80.81222320892647,40.3951586382896,6.059269309582599
244090997,2026-08-05 03:03:55,39.0,1.252656145305101,62.63280726525505,63.11921090632614,0.6785220787069298,5.366825302967335
244870673,2026-08-05 17:31:40,10.0,1.733867853432098,86.6933926716049,84.83025296896207,0.24081497964334694,6.154896003038187
245323000,2026-08-05 17:03:33,11.0,1.4080931192766595,70.40465596383298,63.674291103412244,0.21512533766726744,5.227396744478195
245613000,2026-08-05 03:58:31,21.0,1.5925264502932999,79.62632251466499,72.8714148671456,0.46448688133554583,0.2878169642739848
245782000,2026-08-05 02:31:49,29.0,2.5221456836610723,126.10728418305361,126.17255494221088,1.0158642336968207,5.198162703034996
245930000,2026-08-05 20:20:24,12.0,1.6169415818069097,80.84707909034549,78.58537727541355,0.26949026363448497,1.6954203606404936
246058000,2026-08-05 10:15:44,1.0,2.596233980239049,129.81169901195244,129.89938585721396,0.0360588052810979,3.5481164535992904
246541000,2026-08-05 00:57:16,10.0,1.0644507292585492,53.22253646292746,57.17719204239932,0.14784037906368738,1.6174430120799879
246709000,2026-08-05 02:44:49,187.0,1.365633089466193,68.28165447330964,68.29746029806657,3.546852607363584,0.8898187452275708
246819000,2026-08-05 05:29:07,1.0,2.9382374030161955,146.91187015080976,147.01117052855565,0.04080885281966938,3.6003217660928892
246994000,2026-08-05 02:11:52,50.0,2.0551853457824114,102.75926728912057,102.85368733978636,1.4272120456822301,3.6093626679347093
248886000,2026-08-05 12:57:28,7.0,1.7594717602781276,87.97358801390638,88.03235069241659,0.1710597544714846,5.828664411968282
250006161,2026-08-05 16:39:16,10.0,1.6725946501255564,83.62973250627782,82.43091261249947,0.2323048125174384,2.290315328023666
253134000,2026-08-05 15:04:50,11.0,1.3333181257807223,66.66590628903612,66.7834184083782,0.20370138032761037,5.096002949936337
255806264,2026-08-05 10:22:53,11.0,1.3617658957925718,68.08829478962859,73.97013127186473,0.20804756741275404,1.12357477894237
255806358,2026-08-05 00:20:12,5.0,1.4758636363778883,73.79318181889441,64.35916325411992,0.10249053030402001,5.9426672219765395
255806522,2026-08-05 23:36:27,12.0,2.1267307356413747,106.33653678206873,97.08846964944648,0.3544551226068958,5.762660998804437
255917275,2026-08-05 13:22:31,9.0,2.8737772030704223,143.68886015352112,139.7467029939031,0.3592221503838028,4.778384091088246
256882000,2026-08-05 22:24:27,9.0,1.49209519006948,74.604759503474,72.82247399019472,0.186511898758685,1.32088439446905
257064430,2026-08-05 00:27:25,9.0,1.0444191680299142,52.22095840149571,51.78989929127362,0.13055239600373927,3.0716923039647352
258714000,2026-08-05 13:21:12,3.0,1.7522002758748778,87.61001379374389,84.61037369943703,0.07300834482811991,2.701442906497697
259495000,2026-08-05 00:35:57,10.0,1.669928540638715,83.49642703193575,84.1422206303282,0.2319345195331549,1.5535130756542794
261000151,2026-08-05 12:47:24,10.0,2.0673945198094597,103.36972599047299,105.25301062733803,0.28713812775131387,1.8026597014922503
261159000,2026-08-05 01:24:40,9.0,2.2267574367388203,111.33787183694102,104.65245869560684,0.27834467959235254,4.012592141727625
261185610,2026-08-05 05:46:05,71.0,1.2566684274618818,62.83342137309409,62.870081650005204,1.239214699302689,5.221260277977852
261187000,2026-08-05 10:41:08,26.0,1.0617451553104829,53.08725776552414,52.56472998555277,0.3834079727510077,1.8465345838054463
261203000,2026-08-05 14:46:54,10.0,2.9062973461698682,145.3148673084934,149.6396696523313,0.40365240919025946,3.1242668549784036
265330000,2026-08-05 14:17:23,21.0,1.8537451981395117,92.68725990697558,92.74777798718164,0.5406756827906909,0.1507925474680883
265463000,2026-08-05 16:22:37,5.0,1.4088197132112288,70.44098566056144,84.19871518036135,0.09783470230633533,1.5231601065586238
265522730,2026-08-05 00:53:37,19.0,2.1110823608317,105.55411804158501,105.55065576180405,0.5570911785528098,5.15067007924663
265523240,2026-08-05 21:52:17,11.0,1.1854005348476888,59.27002674238444,59.309078522986866,0.18110285949061913,0.9994899747555348
265524530,2026-08-05 03:46:22,60.0,1.7146705662703636,85.73352831351818,85.79391232766751,1.4288921385586364,3.995782808606413
265603410,2026-08-05 13:35:58,1800.0,2.6217136577002393,131.08568288501198,131.73488090697424,65.54284144250599,3.781464968754156
265606970,2026-08-05 22:58:45,179.0,1.546922704683474,77.3461352341737,77.40907675418424,3.845821724143637,3.570791994918436
265632510,2026-08-05 08:08:47,11.0,2.0224645971721373,101.12322985860686,101.23062435253881,0.30898764679018764,4.063065876151082
265685660,2026-08-05 01:54:08,11.0,1.1076463573691737,55.382317868458685,55.36701137439115,0.16922374904251267,0.9944290030527217
265704020,2026-08-05 18:57:03,10.0,1.4275656002810702,71.3782800140535,71.54765063847167,0.1982730000390375,5.9285982678327205
265724000,2026-08-05 13:43:14,540.0,2.1322812460199447,106.61406230099723,106.68572308412875,15.992109345149585,3.1788933532905936
265726230,2026-08-05 14:56:19,21.0,1.5985527853437957,79.92763926718979,79.91595714637812,0.46624456239194045,4.847771809406932
265756000,2026-08-05 01:27:33,181.0,1.0028542910262455,50.142714551312274,50.17598058376287,2.5210642593854224,2.724181430292245
266286001,2026-08-05 04:50:50,2.0,1.169245926964037,58.462296348201846,59.167973761738565,0.0324790535267788,4.051986647566786
266319000,2026-08-05 13:13:18,11.0,1.4723845218598737,73.61922609299369,73.66900620269556,0.22494763528414738,2.9478466048098513
266331000,2026-08-05 19:17:33,6.0,1.7121343390697454,85.60671695348728,69.79750034377264,0.14267786158914547,0.1452503719014407
266384000,2026-08-05 01:52:42,10.0,1.9348916944474037,96.74458472237019,96.08997681353286,0.26873495756213944,6.2043048867472335
268246300,2026-08-05 01:39:58,11.0,2.238360601548678,111.91803007743391,112.31637484210027,0.34197175856993695,2.423290297020921
268248102,2026-08-05 02:20:36,9.0,2.296273975881495,114.81369879407475,116.81237970471985,0.28703424698518687,1.8507947192902408
269057136,2026-08-05 13:38:55,60.0,1.9248795726183283,96.24397863091642,95.9030579967661,1.6040663105152735,4.743457988113483
273319940,2026-08-05 06:51:46,5.0,2.627489614922325,131.37448074611623,142.65795331198362,0.18246455659182811,3.6294207132683995
304323000,2026-08-05 09:57:40,10.0,1.088834432337495,54.44172161687475,53.86120525999615,0.15122700449131876,3.6585924168074557
304520000,2026-08-05 02:44:45,19.0,1.3907129030247771,69.53564515123885,57.65108861768969,0.36699368274264954,2.417831257953549
304819000,2026-08-05 23:30:54,9.0,2.114802355457271,105.74011777286354,112.55307637995912,0.26435029443215885,4.703680792215374
305279000,2026-08-05 18:26:57,11.0,1.2113555670393024,60.56777835196512,65.55920092336751,0.18506821163100454,3.858708159791202
305380000,2026-08-05 04:41:06,2.0,2.3167796756959866,115.83898378479932,117.52143555438128,0.06435499099155519,3.256247469395749
305476000,2026-08-05 07:17:50,181.0,1.9526057329236828,97.63028664618415,97.70040947283746,4.908633856377592,6.17124088787066
308851000,2026-08-05 02:53:59,10.0,1.1050232380208982,55.25116190104491,55.28851448910566,0.15347544972512475,4.658592877827992
311000330,2026-08-05 22:14:28,7.0,1.0937943858650052,54.68971929325026,45.12547885790259,0.10634112084798662,1.9585870855983776
311002290,2026-08-05 12:19:15,6.0,1.9190948936244843,95.95474468122421,91.93845051978508,0.15992457446870703,2.6288189062495815
331101295,2026-08-05 08:58:05,4.0,1.5540595246161577,77.70297623080789,73.87581742880303,0.08633664025645321,4.264630129526759
352003782,2026-08-05 23:20:33,10.0,1.3316137936905659,66.5806896845283,65.54930341187848,0.18494636023480082,6.210045071780526
352005176,2026-08-05 14:22:51,5.0,1.6143735372012158,80.7186768600608,80.77331330374774,0.11210927341675112,3.49050069668104
352006339,2026-08-05 03:58:57,10.0,1.269697523193218,63.4848761596609,76.72837013314175,0.17634687822128028,3.0566590604102712
355077000,2026-08-05 13:40:39,60.0,2.862782119688928,143.1391059844464,145.1727831237595,2.38565176640744,4.87966104022
357194000,2026-08-05 10:30:38,359.0,2.6426663322255797,132.13331661127899,132.22201394057848,13.17662796206921,3.2593675303528964
366750000,2026-08-05 08:34:02,9.0,1.3204068234553914,66.02034117276958,65.62604000177,0.16505085293192395,2.1211660105946724
374356000,2026-08-05 23:57:12,20.0,2.108227436335335,105.41137181676675,111.31816793294567,0.5856187323153709,4.660028003695064
432629000,2026-08-05 16:46:28,36.0,1.7978401606960894,89.89200803480448,87.2657005038493,0.8989200803480448,0.7631594931647636
477325600,2026-08-05 06:01:46,902.0,1.3634567001470967,68.17283500735483,68.22309738735102,17.081082549065016,6.275820735862306
538003692,2026-08-05 23:39:55,10.0,1.1692815248723396,58.46407624361698,46.098856454701476,0.16240021178782496,4.02850459451473
564306000,2026-08-05 01:47:03,31.0,2.231314587063431,111.56572935317155,124.03395901448184,0.9607048916523105,2.463014530103831
636015685,2026-08-05 09:04:13,6.0,1.1589277396460533,57.94638698230267,44.55555021801141,0.09657731163717112,1.8085336959564808
636024483,2026-08-05 19:02:33,5.0,1.3935964685411852,69.67982342705926,87.42685841048088,0.09677753253758231,1.2544686449698352
